NAME,PER,RA,DEC,STAR,MSTAR,TEFF,DIST
Kepler-335 b,6.562331,19.73761944452922,45.42861944410536,Kepler-335,,5877,
WASP-16 b,3.1186009,14.31220055580139,-20.27549999978807,WASP-16,1,5700,
Kepler-316 b,2.240508,19.38839999993642,44.18411111109786,Kepler-316,,4204,
HD 152581 b,689,16.89543888939751,11.97378333356645,HD 152581,0.927,5155,186
KIC 11442793 h,331.60059,18.96223277727763,49.30513888888888,KIC 11442793,1.2,6080,780
Kepler-103 b,15.9654,19.26561111132304,40.06444444444444,Kepler-103,1.09,5845,
Kepler-1426 b,14.2563227,19.50304999987284,49.41697222222884,Kepler-1426,1.02,5831,1211
Kepler-993 b,22.08557563,19.50760555532244,44.39466666645474,Kepler-993,0.57,3843,298
Kepler-338 b,13.726976,18.86526111072964,40.78435000002384,Kepler-338,,5923,
Kepler-1588 b,7.84931739,19.21551388846503,48.00216666671965,Kepler-1588,0.96,5817,658
Kepler-985 b,116.331901,19.34295277807448,44.04994444423252,Kepler-985,0.91,5434,741
Kepler-974 b,4.19449651,19.00087222225136,40.22074999994702,Kepler-974,0.52,3687,121
Kepler-1248 b,7.46725407,19.20395555549198,51.35444444444445,Kepler-1248,1.21,6149,540
Kepler-129 b,15.79186,19.02074999994702,47.84856111102634,Kepler-129,,5770,
Kepler-1331 b,0.78916165,19.80491944419013,41.22447222232819,Kepler-1331,0.72,4508,365
PH-1 b,138.506,19.88100666681925,39.95510000016954,PH-1,1.734,6407,1500
Kepler-306 d,17.326644,19.23591111103694,40.61614999983046,Kepler-306,,4954,
Kepler-37 d,39.792187,18.93730722215441,44.51813888894187,Kepler-37,0.803,5417,66
Kepler-856 b,8.02768059,19.30692222224341,46.31494444423252,Kepler-856,0.96,5535,1175
HD 13908 c,931,2.304036111036936,65.59445277743869,HD 13908,1.29,6255,71.2
HD 125595 b,9.6737,14.35656111134423,-40.39378333303664,HD 125595,0.756,4908,27.9564
Kepler-1499 b,44.2008,18.93242222256131,41.65041666666666,Kepler-1499,0.82,5097,310
WASP-79 b,3.6623817,4.424728055530124,-30.60041666666667,WASP-79,1.52,6600,240
Kepler-1470 b,16.2950903,19.24633333312141,39.88319444444444,Kepler-1470,0.8,4961,569
Kepler-107 b,3.179997,19.80188055555026,48.20861111111111,Kepler-107,,5851,
Kepler-1040 b,201.1214,18.87425277762943,48.13138888888889,Kepler-1040,0.98,5694,473
Kepler-1542 c,2.89223021,19.04856666670905,42.65452777756585,Kepler-1542,0.94,5564,336
Kepler-109 c,21.2227,19.35951750013563,40.2848888888624,Kepler-109,1.04,5952,
HIP 57274 c,32.03,11.74471666653951,30.96021944469876,HIP 57274,0.73,4640,25.9202
Kepler-30 d,143.343,19.01891000005934,38.9472777779897,Kepler-30,0.99,5498,
Kepler-1349 b,2.12823928,19.08922499974569,48.74411111089918,Kepler-1349,1.16,6086,260
Kepler-877 b,18.45847097,19.32394166681502,46.52266666677263,Kepler-877,0.85,5261,572
Kepler-720 b,4.70832654,19.90904444482591,44.17094444433848,Kepler-720,0.95,5618,880
Kepler-932 b,1.9214374,19.79680277824402,43.27197222232819,Kepler-932,0.87,5331,478
Kepler-1628 b,76.378033,18.77558055559794,43.41158333354526,Kepler-1628,0.55,3724,352
Kepler-158 c,28.551383,18.93548055556085,39.78133055580987,Kepler-158,,4623,
Kepler-858 b,76.13602028,19.25657500002119,51.20905555513171,Kepler-858,0.96,5653,296
Kepler-777 b,5.72812599,18.8482694445716,44.3464722220103,Kepler-777,0.58,4043,383
HD 93083 b,143.58,10.73916111098395,-33.57665555530124,HD 93083,0.7,4995,27.8552
Kepler-970 b,16.73652231,19.30834999985165,40.70872222211626,Kepler-970,0.7,4511,350
HD 31253 b,466,4.912111110687256,12.35229722234938,HD 31253,1.23,5960,50.3018
Kepler-1579 b,0.84990789,19.55253333330154,43.515,Kepler-1579,0.75,4584,466
Kepler-191 d,5.94504102,19.41222499953376,45.32316666656071,Kepler-191,0.85,5282,0
Kepler-357 c,16.85837,19.41621111128065,44.0087194442749,Kepler-357,,5036,
Kepler-861 b,3.94963138,19.49026111125946,46.22627777735392,Kepler-861,0.82,5047,806
Kepler-1258 b,0.98494017,19.02699722184075,49.99474999957614,Kepler-1258,0.99,5839,651
TRAPPIST-1 c,2.421848,23.10813416692946,-5.041275000042385,TRAPPIST-1,0.08,2550,12.1095
Kepler-552 b,5.26341577,19.38317777739631,48.24200000021193,Kepler-552,1.03,5863,834
HD 89744 b,256.78,10.36962777773539,41.22986666679382,HD 89744,1.48,6234,39.4322
Kepler-1441 b,39.4419839,19.58127500004239,43.12458333333333,Kepler-1441,1,5802,751
Kepler-1341 b,132.9968322,18.70078333331479,44.15936111132304,Kepler-1341,0.79,4662,466
Kepler-738 b,24.58721573,19.17131111092038,46.5678611111641,Kepler-738,0.86,5327,992
HD 183263 c,3066,19.47349444442325,8.358133333524068,HD 183263,1.121,5936.41,55.0964
WASP-42 b,4.9816877,12.86543638865153,-42.07358333322738,WASP-42,0.881,5200,160
Kepler-1612 b,3.91795101,19.41668611111119,45.6550833331214,Kepler-1612,0.96,5643,837
Kepler-885 b,18.11472949,19.24410277790493,49.73719444433848,Kepler-885,1.21,6187,632
Kepler-53 d,9.751962,19.36411944495307,40.56246111128065,Kepler-53,,6085,
Kepler-48 b,4.778,19.94261416647169,40.94900000042385,Kepler-48,0.88,5194,
Kepler-1614 b,3.9466141,18.99142222245534,49.77591666645474,Kepler-1614,0.79,5121,982
HD 192310 c,525.8,20.25460555553436,-27.03253611140781,HD 192310,0.8,5166,8.91107
HD 1690 b,533,0.3536999999152289,-8.28116388850742,HD 1690,1.18,4364,310.559
HAT-P-41 b,2.694047,19.82151083310445,4.672416666878594,HAT-P-41,1.418,6390,344
Kepler-1493 b,15.0217983,19.23661111116409,38.56522222201029,Kepler-1493,1.06,5863,572
Kepler-42 c,0.45328509,19.48126555548774,44.6193333334393,Kepler-42,0.13,3068,38.7
Kepler-1492 b,16.75255007,19.23980555534363,41.03641666677263,Kepler-1492,0.77,4712,371
HD 28185 b,379,4.440630555682713,-10.55067500001855,HD 28185,0.99,5656,42.337
HIP 97233 b,1058.8,19.76146111064487,-0.6965166664123535,HIP 97233,1.93,5020,106.496
Kepler-1461 b,29.3494775,19.05536388874054,43.19838888910081,Kepler-1461,0.79,4919,752
Kepler-846 b,19.80792185,19.1371333334181,49.04602777798971,Kepler-846,0.94,5579,1233
HD 23127 b,1214,3.656541666454739,-60.07819166713291,HD 23127,1.127,5752,98.7167
HD 154672 b,163.94,17.16802222225401,-56.44896666632758,HD 154672,1.06,5714,64.7668
Kepler-275 d,35.676062,19.49864999983046,38.51491944419013,Kepler-275,,6165,
Kepler-52 b,7.8773565,19.11586888843113,49.97575000021193,Kepler-52,0.54,4075,
Kepler-1561 b,1.00520701,19.79490555551317,43.56647222201029,Kepler-1561,1.07,5957,993
OGLE-TR-10 b,3.10129,17.85784722222222,-29.87636111153497,OGLE-TR-10,1.14,5950,
Kepler-370 b,4.57953,19.47808055559794,40.91631111145019,Kepler-370,,5852,
Kepler-601 b,5.37886844,18.80030833333731,42.17652777777778,Kepler-601,0.85,5160,429
gamma Leo A b,428.5,10.33282222217984,19.84186111132304,gamma Leo A,1.57,4428,39.8883
NN Ser c,5571,15.88225861125522,12.91238888846503,NN Ser,,,
Kepler-1179 b,2.68505749,18.93984166675144,47.81063888867696,Kepler-1179,0.84,5212,454
Kepler-930 b,71.4517775,19.88763055562973,42.24744444423252,Kepler-930,1.25,6335,905
Kepler-1073 b,8.67888593,19.61018055597941,38.23305555555556,Kepler-1073,1,5792,837
HAT-P-2 b,5.6334729,16.34343611081441,41.0481555557251,HAT-P-2,1.308,6290,114.416
HAT-P-24 b,3.35524,7.255005555682712,14.26258333312141,HAT-P-24,1.191,6373,396
HD 11506 b,1405,1.880700000127157,-19.50673611111111,HD 11506,1.19,6058,51.7063
Kepler-758 c,4.75793986,19.53897499985165,41.13544444441796,Kepler-758,1.16,6228,1353
tau Boo b,3.312433,13.7877888891432,17.45677499983046,tau Boo,1.341,6387.49,15.6177
Kepler-422 b,7.8914483,18.84197694460551,46.32333333333334,Kepler-422,1.15,,
Kepler-124 c,13.821375,19.11685000000729,49.06491111119588,Kepler-124,,4984,
Kepler-1081 b,3.85691855,19.29630000008477,41.31775000002649,Kepler-1081,0.88,5345,425
Kepler-1539 b,133.3036741,18.94796111106873,44.26855555560854,Kepler-1539,0.84,5176,788
Kepler-1458 b,47.9872764,18.88077500025431,41.03805555555555,Kepler-1458,0.96,5653,642
Kepler-184 c,20.303005,19.4634611108568,43.0747111108568,Kepler-184,,5788,
XO-2S c,120.8,7.802076944510142,50.2175,XO-2S,0.982,5399,
HD 34445 b,1049,5.29471666653951,7.353705555597941,HD 34445,1.069,5836,46.4684
Kepler-318 b,4.662715,19.89885000016954,46.79361944410536,Kepler-318,,5746,
OGLE-2007-BLG-368L b,,17.94054444419013,-32.23741666661368,OGLE-2007-BLG-368L,0.64,,5900
KELT-7 b,2.7347749,5.219700000021193,33.31828611108992,KELT-7,1.535,6789,129
Kepler-1321 c,2.22649109,19.63523888892598,46.64097222222222,Kepler-1321,0.54,4094,547
Kepler-1311 c,2.53573424,19.3100833331214,43.82441666656071,Kepler-1311,1.05,5748,705
Kepler-1260 b,19.1187753,19.70608333322737,42.55524999989403,Kepler-1260,1.06,5961,1041
HD 125612 b,559.40487,14.34820833312141,-17.48136111153497,HD 125612,1.1,5897,54.2005
Kepler-20 f,19.57706,19.17986777729458,42.33869444423252,Kepler-20,0.912,5466,290
Kepler-198 b,17.790037,19.37821111149258,38.69101111094157,Kepler-198,,5574,
42 Dra b,479.1,18.43305277824402,65.56354722234937,42 Dra,0.92,4200,96.5251
Kepler-808 b,0.63133235,19.43960555553436,48.44561111132303,Kepler-808,0.76,4653,321
Kepler-216 b,7.693641,19.58186944431729,46.12914999961853,Kepler-216,,6091,
Kepler-292 d,7.055679,19.71773888885975,42.42428055551317,Kepler-292,,5299,
Kepler-53 b,18.6489525,19.36411833339267,40.56244444423251,Kepler-53,0.98,5858,
Kepler-11 b,10.3039,19.80767277770572,41.90911111089918,Kepler-11,0.961,5663,
HD 153950 b,499.4,17.0752166668574,-43.30942500008477,HD 153950,1.12,6076,49.5295
Kepler-69 b,13.722341,19.55072916666667,44.86888888888889,Kepler-69,0.81,5638,
Kepler-27 c,31.3309,19.48245138910081,41.08586111121708,Kepler-27,0.65,5400,
Kepler-1434 b,8.05333618,19.70255833334393,51.20294444455041,Kepler-1434,1.47,6291,680
HD 16141 b,75.523,2.588894444571601,-3.559538888931274,HD 16141,1.052,5793.95,38.956
Kepler-221 c,5.690586,19.77698055585225,46.83526944438616,Kepler-221,,5243,
WASP-97 b,2.07276,1.640288889143202,-55.77205555544959,WASP-97,1.12,5640,
Kepler-7 b,4.885525,19.2387677775489,41.08980555534363,Kepler-7,1.347,5933,
HIP 91258 b,5.0505,18.61476499981351,61.7025,HIP 91258,0.95,5519,44.9
Kepler-486 b,30.36044667,18.99199722237057,49.26700000001325,Kepler-486,0.79,4926,428
WASP-24 b,2.3412127,15.14770527733697,2.343305555979411,WASP-24,1.184,6075,
HAT-P-29 b,5.723186,2.208748333189223,51.77875,HAT-P-29,1.207,6087,322
Kepler-38 b,105.595,19.12202361106873,42.27919444402059,Kepler-38,0.949,5623,
Kepler-546 b,4.14702026,18.88383888890346,40.99049999978807,Kepler-546,1.11,5967,896
HD 204313 d,2831.6,21.47005000008477,-21.7255944442749,HD 204313,1.02,5767,47.4834
PSR B1257+12 B,66.5419,13.00099361108409,12.68233333375719,PSR B1257+12,,,
Kepler-147 b,12.610584,19.19838055504693,39.08718055566152,Kepler-147,,6012,
HD 50554 b,1224,6.911902777353923,24.24579166624281,HD 50554,1.025,5928.79,29.9133
HD 11964 c,37.910254,1.952727777693007,-10.24183611128065,HD 11964,1.08,5372,32.8515
Kepler-1044 b,6.77408868,19.54296388838026,46.66625,Kepler-1044,1.08,5985,1507
Kepler-79 d,52.09059,20.03448055558735,44.38158055517409,Kepler-79,,6189,
Kepler-344 c,125.596809,19.49998055564033,46.324411110878,Kepler-344,,5774,
HD 13189 b,471.6,2.161158332824707,32.31642222192552,HD 13189,1.17,4337,1851.85
HD 60532 b,201.3,7.567558333343929,-22.29618055555556,HD 60532,1.44,6095,25.2972
Kepler-1321 b,11.12830484,19.63523888892598,46.64097222222222,Kepler-1321,0.54,4094,547
Kepler-570 b,4.301662,19.36250555568271,48.79188888867696,Kepler-570,0.93,5496,642
Kepler-1151 b,65.6478424,19.48318611145019,47.8784444448683,Kepler-1151,0.88,5470,763
HAT-P-11 b,4.8878162,19.84726111094157,48.08029444482592,HAT-P-11,0.81,4780,37.4672
Kepler-406 b,2.42629,19.45653638892703,44.96822222219573,Kepler-406,1.07,5538,
Kepler-171 b,4.166972,19.78478888882531,41.75553888903724,Kepler-171,,5642,
Kepler-627 b,40.6994443,19.47361944463518,39.76791666666666,Kepler-627,1.3,6424,1143
Kepler-330 b,8.25978,19.22983055538601,44.80168055560853,Kepler-330,,5117,
HD 104067 b,55.806,11.98608888891008,-20.35274999989404,HD 104067,0.791,4969,21.0659
Kepler-1452 b,42.913751,19.4948555554284,38.26633333312141,Kepler-1452,1.41,6101,974
Kepler-229 b,6.252972,19.1333000002967,48.37578888893128,Kepler-229,,5120,
Kepler-638 b,6.07972888,18.99462777773539,41.61719444443782,Kepler-638,0.88,5382,426
Kepler-144 c,10.104665,18.79438055568271,42.7755111111535,Kepler-144,,6075,
Kepler-1372 b,1.31155557,19.25910833358765,44.83955555544959,Kepler-1372,0.98,5677,1161
Kepler-758 e,8.1934719,19.53897499985165,41.13544444441796,Kepler-758,1.16,6228,1353
HD 20794 b,18.315,3.331450000339084,-43.07154999997881,HD 20794,0.7,5401,6.04339
Kepler-94 b,2.50806,18.74630555576748,47.49694444444444,Kepler-94,0.81,4781,
Kepler-115 c,8.990889,19.84746111128065,45.2619222217136,Kepler-115,,5979,
Kepler-320 c,17.934937,19.54756944444444,46.17513055536482,Kepler-320,,6435,
Kepler-1478 b,26.0840594,19.54433888859219,41.74622222264608,Kepler-1478,1.04,5904,1405
HD 195019 b,18.20132,20.47178333335452,18.7696333334181,HD 195019,1.025,5788.16,38.5208
Kepler-274 c,33.197861,19.52818055576748,38.47728055530124,Kepler-274,,6023,
Kepler-1627 b,7.20283653,18.93711111121707,41.57672222243416,Kepler-1627,0.87,5445,311
GJ 832 b,3657,21.55945000012716,-49.00701666673024,GJ 832,0.45,,4.95368
Kepler-889 b,3.744439,19.43115555551317,50.75950000021193,Kepler-889,1.14,5961,513
Kepler-26 e,46.827915,18.99606944402059,46.5665388891432,Kepler-26,,4486,
GJ 667 C b,7.1999,17.31634388923645,-34.99683333290948,GJ 667 C,0.33,3350,7.23589
Kepler-254 d,18.746477,19.21098055521647,45.81651111072964,Kepler-254,,5957,
Kepler-592 b,2.82019241,19.05271111117469,48.68325000021193,Kepler-592,1.04,5913,1034
CoRoT-19 b,3.89713,6.468905277782016,-0.1706944444444444,CoRoT-19,1.21,6090,770.001
Kepler-264 b,40.806231,19.46963888883591,37.37623888863457,Kepler-264,,6158,
Kepler-604 b,25.85501786,19.48773333337572,42.62625,Kepler-604,1.02,5890,981
Kepler-557 b,3.70598955,19.5805638885498,41.61513888888889,Kepler-557,1.11,6068,1126
Kepler-1237 b,84.5733226,19.70861666679382,44.69061111132304,Kepler-1237,0.94,5472,1121
Kepler-122 c,12.465988,19.40746111128065,39.94911111089918,Kepler-122,,6050,
Kepler-142 b,2.024152,19.67458888901605,48.4812805557251,Kepler-142,,5790,
alpha Ari b,380,2.119524999989403,23.46277777777778,alpha Ari,1.33,4513,20.1776
Kepler-1450 b,54.5094166,19.63692222224341,45.0813888888889,Kepler-1450,0.71,4524,490
Kepler-148 d,51.84688575,19.31908055543899,46.85877777788374,Kepler-148,0,5272,0
Kepler-1148 b,1.10446351,19.39690277735392,45.71952777783076,Kepler-1148,0.81,5054,682
Kepler-240 c,7.953528,19.41058055559794,40.75026944445239,Kepler-240,,4985,
Kepler-545 b,13.24934059,19.37108611106873,40.69205555544959,Kepler-545,1.04,5882,831
61 Vir b,4.215,13.30693611092038,-18.30861111111111,61 Vir,0.942,5571,8.55505
Kepler-298 b,10.475464,18.86931944449743,48.82536111089919,Kepler-298,,4465,
HD 210702 b,354.29,22.19759166717529,16.04059722211626,HD 210702,1.71,5000,54.9451
Kepler-1299 b,19.9400874,19.07667777803209,37.41138888888889,Kepler-1299,0.94,5609,1352
Kepler-1564 b,18.0540381,19.37240833335453,46.64269444465637,Kepler-1564,0.93,5528,872
Kepler-363 d,11.932125,18.87946944448683,41.30538888878292,Kepler-363,,5593,
HAT-P-4 b,3.056536,15.33275555504693,36.22963888910082,HAT-P-4,1.248,5860,313.48
Kepler-1414 b,3.51576315,18.99523888905843,42.42230555534363,Kepler-1414,0.8,4951,534
Kepler-485 b,3.2432598,19.66642222192552,50.47005555550258,Kepler-485,1.07,5958,1173
HAT-P-21 b,4.124481,11.41832999997669,41.02794444402059,HAT-P-21,0.947,5588,254
Kepler-398 d,6.83437001,19.43124444431729,40.34386111153497,Kepler-398,0,4493,0
Kepler-1180 b,16.8601286,19.72583333333333,43.15605555534363,Kepler-1180,1.09,6077,1284
Kepler-1388 b,12.2854603,18.88906944433848,47.17452777756585,Kepler-1388,0.63,4098,492
Kepler-215 d,30.864423,19.66489999983046,45.21368888854981,Kepler-215,,5739,
Kepler-579 b,9.66857723,19.66680277778043,39.95291666666667,Kepler-579,0.99,5636,663
Kepler-232 c,11.379349,19.72108055565092,51.12173888895246,Kepler-232,,5847,
Kepler-1009 b,11.35011917,18.85732777754466,42.66577777756585,Kepler-1009,0.59,4027,281
Kepler-346 b,6.511127,19.20078888886504,46.11761111113761,Kepler-346,,6033,
Kepler-330 c,15.955387,19.22983055538601,44.80168055560853,Kepler-330,,5117,
Kepler-1233 b,45.1263042,19.82500555568271,46.66222222222222,Kepler-1233,1.16,6198,1281
Kepler-1416 b,1.49514952,19.91089722209506,43.89408333354526,Kepler-1416,1.09,6019,807
alpha Cen B b,3.2357,14.66094166649713,-60.83948055532244,alpha Cen B,0.934,5214,1.25483
Kepler-1183 b,28.5057189,19.48216111077203,38.89222222222222,Kepler-1183,1,5765,1378
mu Ara b,643.25,17.73575555562973,-51.83358888889353,mu Ara,1.147,5784.28,15.5111
TYC 1422-614-1 c,559.3,10.28518722216288,19.55833333333333,TYC 1422-614-1,1.15,4806,759
Kepler-1109 b,37.6467384,19.44308333290948,39.39661111089918,Kepler-1109,1.05,5893,797
Kepler-830 b,11.29695137,19.67028611103694,42.7568333334393,Kepler-830,1.07,6037,1122
WASP-45 b,3.1260876,0.349165833791097,-35.99827777756585,WASP-45,0.909,5140,
Kepler-916 b,32.2968798,19.39888888888889,45.97330555544959,Kepler-916,0.85,5248,769
Kepler-725 b,39.64317811,18.93183333290948,44.8115555551317,Kepler-725,0.88,5363,778
Kepler-428 b,3.52563254,19.37211472246382,40.57722222222223,Kepler-428,0.87,5150,720
Kepler-1171 b,1.44259224,19.66392777760823,38.59158333354527,Kepler-1171,1.58,7044,615
Kepler-1093 c,89.722292,18.99853333367242,41.42016666677263,Kepler-1093,1.13,6166,848
HD 73526 c,377.8,8.621258333524068,-41.31949444452922,HD 73526,1.014,5583.74,100.705
HD 108341 b,1129,12.45878333356645,-71.42325833320618,HD 108341,0.843,5122,49.4
Kepler-1330 b,10.10769068,19.37178333335453,39.95688888867696,Kepler-1330,0.97,5608,939
Kepler-382 c,12.162701,19.94241111119588,45.86993055555556,Kepler-382,,5600,
Kepler-667 b,41.43962808,19.70366944445504,49.01733333335982,Kepler-667,0.91,5327,907
Kepler-495 b,3.41303622,19.06204722192552,39.09813888867696,Kepler-495,0.86,5346,630
Kepler-333 c,24.08821,19.48573888884651,40.91358888838026,Kepler-333,,4259,
Kepler-17 b,1.4857108,19.89301833364699,47.815,Kepler-17,1.16,5781,800
14 Her b,1773.4,16.17339166641235,43.81836944447624,14 Her,1.066,5387.61,17.5716
HAT-P-33 b,3.474474,7.545616110695732,33.83502777775129,HAT-P-33,1.375,6446,387
Kepler-692 b,21.81293494,19.65178888890478,40.15375,Kepler-692,0.9,5440,1000
Kepler-1223 b,16.301259,19.01971666653951,44.55274999989403,Kepler-1223,0.8,4870,455
Kepler-1232 b,26.7839183,19.77000277784136,49.10233333322737,Kepler-1232,0.92,5471,740
Kepler-805 b,30.8638931,19.54866388850742,45.05330555544959,Kepler-805,1.19,6112,657
Kepler-166 c,34.260281,19.54401111072964,48.88118888854981,Kepler-166,,5413,
Kepler-1398 b,2.78815679,19.65774444421132,48.6389722220103,Kepler-1398,1.13,6126,793
Kepler-1629 b,3.87595807,18.68044166670905,43.77430555555556,Kepler-1629,1.01,5776,390
Kepler-835 b,11.41909375,18.90494999991523,45.73480555560854,Kepler-835,1.08,5954,2011
Kepler-992 b,20.16034462,18.9620194445716,47.64177777767181,Kepler-992,0.8,4944,268
Kepler-1420 b,6.69960006,19.74691944440206,42.77783333354526,Kepler-1420,0.82,5187,923
OGLE-05-169L b,3300,18.10147777782546,-30.73263888888889,OGLE-05-169L,0.49,,2700
HIP 79431 b,111.7,16.21159999953376,-18.87499166647593,HIP 79431,0.49,3191,14.3968
Kepler-562 b,18.00931444,19.34130833307902,46.27380555576748,Kepler-562,0.93,5575,822
Kepler-1476 b,10.35863224,18.96880555550257,43.98994444423252,Kepler-1476,0.98,5663,1218
Kepler-870 b,21.3587621,19.69350277794732,50.47863888846503,Kepler-870,1.01,5857,1231
Kepler-1155 b,33.469743,19.2547055557039,39.52283333354526,Kepler-1155,1.03,5842,987
HD 171238 b,1523,18.57880277739631,-28.07204722245534,HD 171238,0.943,5467,50.2765
Kepler-1292 b,3.27646405,18.99371388859219,43.94916666666666,Kepler-1292,0.95,5556,1406
Kepler-1410 b,60.866168,19.36734722223547,38.74355555534363,Kepler-1410,0.63,4092,367
Kepler-272 c,6.057342,19.94183055559794,47.59383055580987,Kepler-272,,5297,
Kepler-157 c,13.5405,19.40648055553436,38.87561111132304,Kepler-157,,5774,
HIP 5158 b,345.72,1.100533333321412,-22.45289166662428,HIP 5158,0.78,4962,41.1862
Kepler-661 b,6.02930132,18.91405833350287,47.86327777756585,Kepler-661,0.7,4483,558
Kepler-308 c,15.38231,19.71901111099455,40.43954999976688,Kepler-308,,5895,
WASP-46 b,1.43037,21.24912805557251,-55.87177777767182,WASP-46,0.956,5620,
Kepler-800 b,14.13176026,19.10498888863458,44.79519444465637,Kepler-800,0.85,5315,1049
Kepler-157 b,1.732342,19.40648055553436,38.87561111132304,Kepler-157,,5774,
Kepler-1268 b,40.9903986,19.18923333326975,43.15322222232818,Kepler-1268,1.06,5904,1406
Kepler-1034 b,12.12400943,19.07435833348168,37.96700000001325,Kepler-1034,0.83,5198,706
Kepler-475 b,3.10550819,19.13678055551317,40.21152777777778,Kepler-475,0.86,5009,280
Kepler-1541 b,8.40691199,18.91913333336512,48.02955555597941,Kepler-1541,0.86,5282,414
