ra,dec,source_id,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,phot_g_mean_mag,astrometric_sigma5d_max,astrometric_excess_noise,visibility_periods_used,astrometric_matched_observations,astrometric_n_good_obs_al,astrometric_sigma5d_max,bp_rp,g_rp,source_id,original_ext_source_id,tmass_oid,number_of_neighbours,number_of_mates,best_neighbour_multiplicity,tmass_oid,designation,ra,dec,j_m,j_msigcom,h_m,h_msigcom,ks_m,ks_msigcom,j_date,source_id,original_ext_source_id,sdssdr9_oid,number_of_neighbours,number_of_mates,best_neighbour_multiplicity,sdssdr9_oid,obj_id,ra,dec,mjd,r_mag,r_mag_error,i_mag,i_mag_error,z_mag,z_mag_error,objc_type,source_id,original_ext_source_id,allwise_oid,number_of_neighbours,number_of_mates,best_neighbour_multiplicity,allwise_oid,designation,ra,dec,w1mpro,w1mpro_error,w2mpro,w2mpro_error,w3mpro,w3mpro_error,cc_flags,w1mjd_mean,w2mjd_mean,w3mjd_mean,tmass_key
26.149186187146086,-7.271490699584718,2467182154313027712,79.03188158399611,0.623957237918732,384.02391889415225,1.1084118979722912,-196.9319872967843,0.7190875624341669,19.6336,0.979607,2.291986338369152,10,19,164,0.979607,5.13797,1.6975231,2467182154313027712,01443536-0716142,269546803,1,0,1,269546803,01443536-0716142,26.147349,-7.270621,14.191,0.026,13.008,0.029,12.268,0.023,2451116.6502,2467182154313027712,1237679438810644661,28584401,1,0,1,28584401,1237679438810644661,26.148515615503626,-7.27119046425286,54847.0,22.213888,0.114410706,19.44656,0.023106363,17.122934,0.019520145,6,2467182154313027712,J014435.67-071616.5,341539824,1,0,1,341539824,J014435.67-071616.5,26.1486461,-7.2712515,11.626,0.024,11.371,0.021,10.883,0.1,0000,55419.04749137,55413.70858739,55332.77927835,
191.790557168797,-22.37721394207443,3502412621478297088,42.90611972733315,0.05584186220826329,-266.64454631791307,0.11756534967185946,-57.365189487346406,0.08042121859527526,11.282872,0.071441725,0.1514333157571164,11,23,197,0.071441725,2.3775082,1.0878983,3502412621478297088,12471005-2222369,213176564,1,0,1,213176564,12471005-2222369,191.791899,-22.376919,8.688,0.021,8.097,0.034,7.835,0.026,2450950.6667,3502412621478297088,1237671264413155399,393039,1,0,1,393039,1237671264413155399,191.79130463362398,-22.377119274420128,53766.0,11.721924,2.5541842E-4,10.637252,1.712061E-4,11.363234,5.625285E-4,3,3502412621478297088,J124709.82-222237.6,250723973,1,0,1,250723973,J124709.82-222237.6,191.7909479,-22.3771324,7.674,0.025,7.602,0.02,7.519,0.018,hh00,55307.95016881,55393.27594258,55300.69524859,
10.356289480915295,-22.35228052990055,2349916559152267008,109.87941245212957,0.028568884978341105,-463.22975253405735,0.04259228021357853,-381.7658393157477,0.025392202732336642,14.307448,0.049239535,0.0,14,50,442,0.049239535,0.9131489,0.5427723,2349916559152267008,00412604-2221020,213286830,1,0,1,213286830,00412604-2221020,10.358511,-22.35058,13.342,0.028,13.483,0.033,13.738,0.044,2451380.829,2349916559152267008,1237673018377895949,405507,1,0,1,405507,1237673018377895949,10.357506221771757,-22.351366499233933,54007.0,14.236841,0.031022176,14.093819,0.020382337,14.013242,0.017638892,6,2349916559152267008,J004125.67-222106.3,250876406,1,0,1,250876406,J004125.67-222106.3,10.356969,-22.3517537,13.789,0.027,13.931,0.04,11.929,,0000,55447.60105849,55447.60105849,55368.48089505,
215.78125356382296,-22.287893463587736,6276491659631783424,40.964075780023016,0.07350209724330779,-277.0138843225767,0.1292238810081533,-470.4221070097451,0.09653828576302688,13.510173,0.12154202,0.40450204138832885,8,14,124,0.12154202,2.9999409,1.2673588,6276491659631783424,14230784-2217083,213559138,1,0,1,213559138,14230784-2217083,215.782707,-22.285641,10.402,0.024,9.787,0.026,9.504,0.024,2450920.8128,6276491659631783424,1237671990815883515,436511,1,0,1,436511,1237671990815883515,215.7820154606623,-22.286716865364003,53881.0,14.39292,0.013197592,12.789177,0.013895944,11.959159,0.01944304,6,6276491659631783424,J142307.60-221714.1,251263490,1,0,1,251263490,J142307.60-221714.1,215.7816865,-22.2872592,9.326,0.022,9.169,0.02,9.001,0.027,0000,55414.01892808,55414.01892808,55320.71543425,
259.43546111855125,-11.80861158506053,4142017673735064448,36.83711724020266,0.057333513758497684,-14.494457944934595,0.09836112896568422,-291.9043902991125,0.06987371810017745,11.747159,0.06328572,0.06736548640697863,11,17,143,0.06328572,2.5427341,1.143857,4142017673735064448,17174454-1148261,253958627,1,0,1,253958627,17174454-1148261,259.435608,-11.807271,9.018,0.024,8.429,0.031,8.155,0.029,2451272.8196,4142017673735064448,1237668651472388213,15282762,1,0,1,15282762,1237668651472388213,259.4355079353803,-11.807815707438152,53528.0,14.813328,0.024440281,14.875983,0.15659575,12.314499,0.01233784,6,4142017673735064448,J171744.51-114829.6,314332366,1,0,1,314332366,J171744.51-114829.6,259.4354745,-11.8082263,7.982,0.023,7.866,0.02,7.748,0.023,hdhd,55352.49023628,55352.49023628,55266.27515979,
259.0849433579839,-12.178252172837787,4141979774942939264,38.30992366778211,0.04929218330266938,143.29142042132793,0.08936683023179684,-22.69354558561794,0.06437453899443416,9.7070675,0.05818905,0.0,11,18,157,0.05818905,1.7336092,0.87736225,4141979774942939264,17162022-1210413,252629058,1,0,1,252629058,17162022-1210413,259.084257,-12.17816,7.703,0.023,7.137,0.047,6.91,0.018,2450928.898,4141979774942939264,1237668599391585449,14505741,1,0,1,14505741,1237668599391585449,259.08451020712073,-12.178232674121618,53526.0,9.727154,1.6628105E-4,9.167845,2.1673695E-4,9.801695,4.8022976E-4,6,4141979774942939264,J171620.32-121041.5,312111317,1,0,1,312111317,J171620.32-121041.5,259.0847017,-12.1782189,6.84,0.068,6.848,0.022,6.814,0.017,0000,55351.87778354,55351.87778354,55265.99403645,1281151399
326.35310556535404,-5.903137920238637,2668056572156599040,40.11011980952284,0.05958260889181205,-139.37832251411905,0.1036264481337684,-343.86970473758544,0.11163353210114077,12.403778,0.08456873,0.1341560367688152,8,14,121,0.08456873,2.664281,1.1848707,2668056572156599040,21452490-0554055,274137232,1,0,1,274137232,21452490-0554055,326.353783,-5.901531,9.604,0.024,9.021,0.023,8.776,0.02,2451086.6064,2668056572156599040,1237666210346107060,34429603,2,0,1,34429603,1237666210346107060,326.35346599706133,-5.902124105799214,53263.0,13.061686,0.0017005968,11.670655,8.2947366E-4,11.063167,0.0017588215,6,2668056572156599040,J214524.79-055409.5,349737715,1,0,1,349737715,J214524.79-055409.5,326.3533079,-5.9026525,8.648,0.023,8.476,0.02,8.368,0.024,0000,55382.27892996,55334.00262053,55334.00262053,
350.77237924473,-10.763122970893239,2436812303124645504,52.131321711438574,0.057289669402973274,452.36759152040327,0.11428644507506326,260.3566154139691,0.07392161104405842,7.531151,0.0667115,0.0,10,12,106,0.0667115,1.0973163,0.60540247,2436812303124645504,23230484-1045516,257601281,1,0,1,257601281,23230484-1045516,350.770204,-10.764335,6.201,0.024,5.74,0.042,5.591,0.017,2451097.605,2436812303124645504,1237652899133521936,17523158,1,0,1,17523158,1237652899133521936,350.7704690378407,-10.76425066879993,51813.0,7.2321897,3.1355565E-5,7.2521663,3.6897956E-5,11.909403,0.01563502,3,2436812303124645504,J232305.20-104548.6,320610763,1,0,1,320610763,J232305.20-104548.6,350.7716947,-10.7635073,5.538,0.164,5.459,0.058,5.627,0.016,hhh0,55356.23937642,55356.23937642,55356.18891237,
24.23065628231688,-6.794319705102366,2478001486169801216,41.71503006411217,0.11370398202634291,173.46923937538114,0.25451274542892366,-100.1434138919201,0.1501785386892663,12.72974,0.15467507,0.20884384290980432,8,17,142,0.15467507,2.8913841,1.2394762,2478001486169801216,01365516-0647379,271142364,2,0,1,271142364,01365516-0647379,24.229858,-6.793867,9.707,0.022,9.137,0.026,8.862,0.021,2451111.6945,2478001486169801216,1237680122253934613,30548477,1,0,1,30548477,1237680122253934613,24.230383372819787,-6.794178025094191,55102.0,14.5306225,0.005056704,11.955051,0.0012520029,12.37115,0.00220694,6,2478001486169801216,J013655.29-064739.1,344407318,1,0,1,344407318,J013655.29-064739.1,24.2304051,-6.7941976,8.703,0.022,8.529,0.02,8.395,0.021,0000,55392.40605522,55392.40605522,55310.42009285,120060091
239.14338720783135,-19.713098128713792,6247047562878494848,42.67803440590218,0.08032318976070495,-15.693861428091367,0.1751169763878899,-355.1043981497532,0.10904505033513219,13.572142,0.16871063,0.4526520437990851,11,35,309,0.16871063,2.8486624,1.2292709,6247047562878494848,15563443-1942409,224197089,1,0,1,224197089,15563443-1942409,239.143479,-19.711388,10.62,0.023,10.09,0.022,9.8,0.021,2450951.8024,6247047562878494848,1237668627305071063,2545980,1,0,1,2545980,1237668627305071063,239.1434355144416,-19.712107260445087,53527.0,14.323266,0.0033745961,12.811708,7.729013E-4,12.024533,0.020684034,6,6247047562878494848,J155634.42-194245.3,266775268,1,0,1,266775268,J155634.42-194245.3,239.1434295,-19.712585,9.643,0.022,9.44,0.021,9.285,0.044,0000,55329.6005663,55329.6005663,55247.19984446,
24.3985231271134,-6.760847534659054,2477815222028038272,41.59020041287974,0.04331980216734296,171.75791945464928,0.08105129256658261,-98.05381409237705,0.062247106642751515,7.4461665,0.051057823,0.0,10,21,183,0.051057823,0.9790945,0.54562473,2477815222028038272,01373545-0645375,271254673,1,0,1,271254673,01373545-0645375,24.397736,-6.760421,6.225,0.024,5.899,0.036,5.753,0.018,2451111.7112,2477815222028038272,1237680122254000158,30693519,1,0,1,30693519,1237680122254000158,24.398262992502396,-6.760716216831065,55102.0,7.4461517,3.7568803E-5,7.2469277,4.0621457E-5,7.5088143,1.02175116E-4,3,2477815222028038272,J013735.57-064538.5,344607962,1,0,1,344607962,J013735.57-064538.5,24.3982323,-6.7607086,5.772,0.13,5.673,0.048,5.778,0.014,0000,55308.4500436,55305.05268758,55312.7892405,120078402
358.04303705477,-19.65420140366182,2390021451933103616,40.75775834916193,0.05448005567240581,-198.4263541480843,0.08754735025178267,58.77367134474137,0.06771060904217346,10.947635,0.0540843,0.0,10,19,138,0.0540843,1.9523296,0.9577713,2390021451933103616,23521054-1939159,224427789,1,0,1,224427789,23521054-1939159,358.043943,-19.654425,8.761,0.026,8.218,0.046,7.985,0.046,2451368.8564,2390021451933103616,1237667224467669032,2616058,1,0,1,2616058,1237667224467669032,358.043613848939,-19.654406656914446,53353.0,13.16552,5.567768E-4,10.312499,1.5064346E-4,10.061807,3.3861492E-4,6,2390021451933103616,J235210.39-193915.3,267125577,1,0,1,267125577,J235210.39-193915.3,358.0433076,-19.6542735,7.795,0.027,7.733,0.02,7.647,0.02,0000,55359.00773393,55447.91648757,55359.00773393,535906010
332.3748116760949,-7.550596236927608,2619706544757416192,46.92285542694494,0.048096082981838394,85.46210996216885,0.0723490155908921,-450.5443558160665,0.06654201782599337,6.3430905,0.048347875,0.0,8,14,115,0.048347875,0.9179654,0.5106759,2619706544757416192,22092985-0732548,268613714,1,0,1,268613714,22092985-0732548,332.374375,-7.548579,5.275,0.024,4.957,0.031,4.799,0.02,2451103.6225,2619706544757416192,1237680240901554207,27512466,1,0,1,27512466,1237680240901554207,332.3748179676345,-7.549759401835572,55119.0,13.53915,1.0859544,9.954795,5.157999E-4,7.566314,9.68428E-5,3,2619706544757416192,J220929.93-073259.9,339873167,1,0,1,339873167,J220929.93-073259.9,332.374731,-7.5499964,4.781,0.221,4.503,0.131,4.837,0.016,0000,55338.80074242,55338.80074242,55338.80074242,
348.5706348125942,-19.64594264561989,2386898937694609920,47.09759853503782,0.09570275256645674,447.87234253617413,0.1202047083360336,55.94518553946543,0.10411425548501678,12.531027,0.07034573,0.12323457954580537,7,10,89,0.07034573,2.8680696,1.2464085,2386898937694609920,23141642-1938461,224461152,1,0,1,224461152,23141642-1938461,348.568446,-19.646164,9.411,0.027,8.89,0.045,8.482,0.024,2450996.9371,2386898937694609920,1237667223926865964,2626027,1,0,1,2626027,1237667223926865964,348.5692100261668,-19.646137691936573,53353.0,16.940247,0.78451264,17.210983,2.0784624,13.707809,0.14927697,6,2386898937694609920,J231416.80-193845.3,267175456,1,0,1,267175456,J231416.80-193845.3,348.5700386,-19.6459292,8.306,0.133,8.208,0.056,8.109,0.041,HHd0,55430.87295252,55434.62168241,55348.83481528,
243.9815960611611,-12.773357270752024,4330068109502566272,36.51841756443861,0.14207142554662566,-183.4020390251734,0.2225132742544577,-6.43394190819319,0.19704909594012854,14.527368,0.23866402,0.6278982315469316,9,18,159,0.23866402,3.31775,1.3307114,4330068109502566272,16155578-1246239,250532406,1,0,1,250532406,16155578-1246239,243.982429,-12.773318,11.245,0.026,10.682,0.024,10.346,0.021,2451289.7813,4330068109502566272,1237668629992899450,13241044,1,0,1,13241044,1237668629992899450,243.9821273721351,-12.773320974989796,53527.0,15.56359,0.0122355735,13.754638,0.010237756,12.7887745,0.015832422,6,4330068109502566272,J161555.64-124623.9,308540310,1,0,1,308540310,J161555.64-124623.9,243.9818696,-12.7733188,10.146,0.024,9.956,0.02,9.828,0.053,0o00,55325.74830128,55325.74830128,55250.21318402,417410331
229.79566259912232,-12.75255508263468,6314466489153193344,46.85430826892382,0.7672563603220472,-726.939591266399,1.4315590380831407,-188.9298804273506,1.3854671883796406,11.489928,0.70962566,3.924871888645436,8,15,135,0.70962566,2.829852,1.2236805,6314466489153193344,15191181-1245061,250609207,1,0,1,250609207,15191181-1245061,229.799231,-12.751719,8.507,0.026,7.862,0.027,7.582,0.02,2450900.8891,6314466489153193344,1237674653686694034,13285721,1,0,1,13285721,1237674653686694034,229.7973093850329,-12.752184989712415,54210.0,12.261905,0.0012783397,10.813506,8.710919E-4,10.1578245,6.755166E-4,6,6314466489153193344,J151911.20-124508.2,308666571,1,0,1,308666571,J151911.20-124508.2,229.7966989,-12.7522897,7.422,0.031,7.31,0.019,7.19,0.018,0000,55330.80185238,55330.80185238,55237.66005066,
4.497063907088107,-13.455641868222406,2423292879948720000,37.11435001544951,0.05190070047752931,401.2155378689735,0.12754587367708037,-0.1285654655551518,0.050734173186505895,6.35248,0.082200885,0.0,10,27,232,0.082200885,0.76958466,0.44199133,2423292879948720000,00175884-1327204,248088220,1,0,1,248088220,00175884-1327204,4.495197,-13.455672,5.383,0.034,5.065,0.029,4.993,0.02,2450989.9439,2423292879948720000,1237672793963429978,11740764,1,0,1,11740764,1237672793963429978,4.496035970303211,-13.455653168707027,53995.0,10.589072,3.357341E-4,10.08204,5.542673E-4,12.160452,0.046748627,3,2423292879948720000,J001759.16-132720.1,304413196,1,0,1,304413196,J001759.16-132720.1,4.4965138,-13.4556072,4.957,0.237,4.748,0.101,5.005,0.015,0000,55367.21126772,55367.21126772,55367.21126772,
325.8503146095673,-6.997059185994117,2667464656943675392,55.106996502099896,0.04576115017647395,-11.194102991682879,0.07720647866100004,-91.65505922934724,0.07870312574602235,14.542887,0.093770884,0.06639527191154895,7,10,86,0.093770884,0.24098873,0.17694855,2667464656943675392,21432408-0659478,270463480,1,0,1,270463480,21432408-0659478,325.850356,-6.996625,14.244,0.027,14.183,0.041,14.233,0.065,2451086.5862,2667464656943675392,1237652600640897062,29687195,1,0,1,29687195,1237652600640897062,325.8503746497374,-6.996668322942975,51790.0,15.846481,0.002888349,14.644215,0.011526838,14.763434,0.013176323,6,2667464656943675392,J214324.08-065948.9,343185675,1,0,1,343185675,J214324.08-065948.9,325.8503506,-6.9969183,14.263,0.029,14.269,0.057,12.278,,0000,55422.67559442,55389.06246449,55333.17404734,1331376666
220.3143769117645,-6.986149683899648,6330721703416916352,37.0505217029413,0.05745936361940735,185.1346960628497,0.09535951673114242,-46.57180691636935,0.09143305611879442,12.275949,0.061208062,0.10804313669681664,10,15,127,0.061208062,2.5832024,1.1571741,6330721703416916352,14411525-0659093,270498968,1,0,1,270498968,14411525-0659093,220.313576,-6.985942,9.482,0.023,8.94,0.025,8.68,0.023,2451251.9016,6330721703416916352,1237674653145038907,29730592,1,0,1,29730592,1237674653145038907,220.31392410097692,-6.986068322193795,54210.0,12.856477,0.0010131953,11.575862,5.114026E-4,11.115236,5.963084E-4,6,6330721703416916352,J144115.39-065909.8,343250554,1,0,1,343250554,J144115.39-065909.8,220.3141433,-6.9860786,8.523,0.022,8.382,0.021,8.265,0.021,0000,55418.57288429,55418.57288429,55324.80064734,310397720
5.717522590240169,-12.209173895551345,2423493369021649920,46.92579925275667,0.05077232051552677,394.5061471195058,0.11960401078187065,61.05626880305035,0.058886629744479425,6.2252135,0.07334709,0.0,9,21,165,0.07334709,0.8283663,0.4754262,2423493369021649920,00225174-1212340,252519819,1,0,1,252519819,00225174-1212340,5.715602,-12.209468,5.253,0.021,5.035,0.034,4.861,0.016,2451034.8879,2423493369021649920,1237672796110651520,14439372,3,0,1,14439372,1237672796110651520,5.716491407047727,-12.209423811124529,53995.0,23.41393,91.38989,19.44505,1.9947405,22.826878,1.7688844,3,2423493369021649920,J002252.07-121233.3,311925406,1,0,1,311925406,J002252.07-121233.3,5.7169824,-12.2092614,4.753,0.235,4.569,0.117,4.878,0.014,0000,55368.68677265,55368.68677265,55368.68677265,
113.58098227930337,-13.245308322041366,3033364873792430208,41.68235700619441,0.040825961629236275,-425.72679199337824,0.059542483789192566,-62.381032432627066,0.050027798533521683,12.201506,0.04082193,0.0,13,26,227,0.04082193,2.3753815,1.1021843,3033364873792430208,07341985-1314421,248845658,1,0,1,248845658,07341985-1314421,113.58272,-13.245053,9.643,0.024,9.101,0.023,8.824,0.019,2451948.7227,3033364873792430208,1237676676615898628,12207900,1,0,1,12207900,1237676676615898628,113.58189494895197,-13.245195763705013,54466.0,12.622691,0.0039187893,13.648805,0.0188321,10.866451,0.009572558,6,3033364873792430208,J073419.58-131442.7,305682868,1,0,1,305682868,J073419.58-131442.7,113.5815866,-13.2452133,8.664,0.023,8.516,0.02,8.409,0.024,0000,55401.42165068,55401.42165068,55298.87873359,
321.820363406532,-6.845990726083405,6898272524589700608,59.5251739413551,0.09895064090425823,29.2565793977448,0.11889458077028041,-398.9563839069798,0.1149822485892017,10.28819,0.076948665,0.07936478443268798,7,11,70,0.076948665,2.0494165,0.9858427,6898272524589700608,21271685-0650391,270973656,1,0,1,270973656,21271685-0650391,321.820222,-6.844198,8.046,0.018,7.458,0.053,7.166,0.023,2451312.9049,6898272524589700608,1237652935645659299,30331197,1,0,1,30331197,1237652935645659299,321.8202487842009,-6.844390071314163,51814.0,10.471565,1.5208423E-4,9.676505,1.3095648E-4,10.1329775,3.2929046E-4,6,6898272524589700608,J212716.88-065043.5,344093985,1,0,1,344093985,J212716.88-065043.5,321.8203425,-6.8454288,7.02,0.048,6.949,0.021,6.905,0.016,0000,55329.70414707,55340.2512071,55329.70414707,
58.64775092706527,-6.823744488061982,3244915072792668416,63.70585396255738,0.04675030715551216,-5.687499474602038,0.08144767050953156,527.2899390749427,0.07333444183289164,8.420417,0.054279186,0.0,11,19,162,0.054279186,1.715477,0.871747,3244915072792668416,03543546-0649342,271033865,1,0,1,271033865,03543546-0649342,58.647761,-6.826183,6.453,0.023,5.806,0.029,5.629,0.024,2451207.5816,3244915072792668416,1237649961385132162,30409931,1,0,1,30409931,1237649961385132162,58.64774761779612,-6.826228889419908,51465.0,8.468922,5.616773E-5,13.916916,0.03349946,8.848868,1.7258307E-4,3,3244915072792668416,J035435.46-064928.2,344219599,1,0,1,344219599,J035435.46-064928.2,58.6477533,-6.8245134,5.592,0.151,5.534,0.038,5.573,0.016,0000,55308.04096966,55308.04096966,55235.5774417,
340.83809405127175,-6.402068509425255,2623505219992303104,46.273319713318436,0.10350162750567721,-154.14536593184806,0.09680633783396253,-289.73743863824114,0.09534110796907261,7.8016315,0.07594728,0.0,8,13,113,0.07594728,1.1744452,0.63899946,2623505219992303104,22432131-0624025,272454492,1,0,1,272454492,22432131-0624025,340.838818,-6.400707,6.353,0.018,5.895,0.029,5.775,0.026,2451087.6889,2623505219992303104,1237680243052707862,32260002,1,0,1,32260002,1237680243052707862,340.83821496329017,-6.401543769875109,55119.0,11.681295,5.3110626E-4,14.129838,1.0860264,8.533221,1.467958E-4,3,2623505219992303104,J224321.19-062405.9,346756861,1,0,1,346756861,J224321.19-062405.9,340.8383187,-6.4016518,5.709,0.164,5.699,0.05,5.788,0.025,HH00,55346.75566757,55346.75566757,55346.75566757,
315.67121199947894,-18.521864132403653,6881661519529805952,49.00505592822632,0.05400899155465409,337.6210511754807,0.08411872631467751,-113.7894066314754,0.05127325136674651,10.5199,0.054754294,0.0716816815464294,10,25,219,0.054754294,2.0914688,1.0033998,6881661519529805952,21024074-1831169,228989193,1,0,1,228989193,21024074-1831169,315.669772,-18.521379,8.223,0.023,7.634,0.036,7.408,0.031,2451762.6195,6881661519529805952,1237668756170014779,4111515,2,0,1,4111515,1237668756170014779,315.67022800059635,-18.521563161354777,53535.0,10.740018,1.8595639E-4,9.886211,1.5060119E-4,10.186902,3.3795706E-4,6,6881661519529805952,J210240.97-183118.0,273926395,1,0,1,273926395,J210240.97-183118.0,315.670737,-18.5216896,7.212,0.037,7.148,0.02,7.086,0.019,0000,55318.48147309,55387.79201166,55318.39819666,
351.12062954855236,-18.521676089759474,2393394371354638208,35.696870269514775,0.04917218699327918,-94.21671496065815,0.0887913708430171,-221.24819569443815,0.07950701243538462,12.378294,0.059062123,0.08479146625329907,9,16,135,0.059062123,2.7197237,1.1965904,2393394371354638208,23242906-1831143,228992131,1,0,1,228992131,23242906-1831143,351.121109,-18.520655,9.54,0.023,8.965,0.022,8.69,0.019,2451002.8729,2393394371354638208,1237667225538527251,4112122,1,0,1,4112122,1237667225538527251,351.120886835445,-18.521053712804214,53353.0,13.022442,5.0831464E-4,11.612191,3.0003587E-4,10.940773,5.123526E-4,6,2393394371354638208,J232428.98-183116.9,273928286,1,0,1,273928286,J232428.98-183116.9,351.1207721,-18.5213808,8.555,0.023,8.409,0.02,8.299,0.023,0000,55417.57920779,55450.75704513,55352.51817628,4125527
20.20486364411456,-7.684874373149445,2472387757755767168,36.62482676158131,0.25243071822945334,-2.8986674908565053,0.5022521306202588,-119.93479761440686,0.21780812307937586,17.347775,0.46329963,1.1869877600545646,11,27,233,0.46329963,4.6371393,1.5609369,2472387757755767168,01204916-0741036,268156245,1,0,1,268156245,01204916-0741036,20.204836,-7.684336,12.988,0.026,12.293,0.023,11.853,0.021,2451116.5621,2472387757755767168,1237679339488608446,27013375,1,0,1,27013375,1237679339488608446,20.204869036608997,-7.6846782741839235,54832.0,19.557926,0.020571122,16.828873,0.026999956,15.137123,0.017936913,6,2472387757755767168,J012049.16-074105.0,339068191,1,0,1,339068191,J012049.16-074105.0,20.2048522,-7.6847258,11.621,0.023,11.431,0.022,10.98,0.148,0000,55474.14839077,55474.14839077,55385.99966053,107607620
50.13039623363639,-7.684560600976577,5168398373665537536,44.712539207753764,0.050838668314657276,-146.73816377313221,0.09326574171790228,99.92152409105734,0.10243917116589693,11.958008,0.067684904,0.12745793841180802,10,17,140,0.067684904,2.4048538,1.110651,5168398373665537536,03203147-0741060,268154028,1,0,1,268154028,03203147-0741060,50.131129,-7.685012,9.424,0.026,8.843,0.049,8.552,0.019,2451105.7836,5168398373665537536,1237649961918332937,27012100,1,0,1,27012100,1237649961918332937,50.13101337139334,-7.685040531184938,51465.0,13.891982,9.4046566E-4,11.273923,2.6186433E-4,11.68699,7.009529E-4,6,5168398373665537536,J032031.34-074104.9,339068382,1,0,1,339068382,J032031.34-074104.9,50.1305847,-7.684696,8.4,0.024,8.242,0.02,8.132,0.021,0000,55407.25746283,55407.25746283,55227.15790157,107208710
358.748857339703,-18.872973196424,2390199568521774848,39.819830979030776,0.35649782904517846,-181.45017549664502,0.7159039217795747,-51.86421264578379,0.471580235043722,19.012249,0.6340949,1.4636811521720388,11,23,193,0.6340949,3.8243961,1.6323032,2390199568521774848,23545993-1852216,227576304,1,0,1,227576304,23545993-1852216,358.749729,-18.872686,14.178,0.029,13.44,0.032,13.039,0.03,2451380.8045,2390199568521774848,1237667225541673098,3657660,1,0,1,3657660,1237667225541673098,358.74936386210874,-18.87279890386944,53353.0,21.269178,0.09180047,18.525616,0.021915115,16.686522,0.030952597,6,2390199568521774848,J235459.79-185222.4,271818749,1,0,1,271818749,J235459.79-185222.4,358.7491464,-18.8728935,12.573,0.023,12.281,0.023,11.536,0.19,0000,55445.22916952,55440.74030406,55359.93373328,508475170
191.12811985156162,-11.704812407413087,3530280499598321792,48.15751300437134,0.11839291149751659,-206.5293924402101,0.20110773013471744,-165.54047565500179,0.12833194199433892,12.887991,0.13655175,0.3023948962222368,10,39,337,0.13655175,2.8619747,1.2334166,3530280499598321792,12443097-1142145,254318465,1,0,1,254318465,12443097-1142145,191.129068,-11.704042,9.932,0.022,9.381,0.023,9.073,0.019,2451225.7588,3530280499598321792,1237671763707691074,15493972,1,0,1,15493972,1237671763707691074,191.12863227033054,-11.704424681599846,53856.0,13.693129,0.008185881,12.17294,0.0016704288,12.484115,0.0034415647,6,3530280499598321792,J124430.81-114216.4,314952356,1,0,1,314952356,J124430.81-114216.4,191.1284078,-11.7045733,8.883,0.022,8.736,0.02,8.556,0.023,0000,55388.86312992,55400.35820458,55315.0244539,
326.2524963064776,-5.788913009466312,2668249051115631232,59.83567824608782,0.060773714790944865,-169.46344984403964,0.08900640308848226,-435.34374424293406,0.08044618592288814,11.7452965,0.059224483,0.09251343505219577,8,14,121,0.059224483,2.5603704,1.1496534,2668249051115631232,21450079-0547128,274533504,1,0,1,274533504,21450079-0547128,326.253298,-5.786889,9.034,0.023,8.463,0.027,8.193,0.025,2451070.7052,2668249051115631232,1237666210346041609,34914299,1,0,1,34914299,1237666210346041609,326.2529847963498,-5.787618509422254,53263.0,12.273206,3.3405682E-4,11.00917,2.0879976E-4,10.608782,4.2403297E-4,3,2668249051115631232,J214500.65-054717.8,350420150,1,0,1,350420150,J214500.65-054717.8,326.2527482,-5.7882971,8.043,0.023,7.878,0.02,7.772,0.022,0000,55381.41940111,55333.89776445,55333.89776445,
2.7703185698271295,-5.783938732913011,2443632711190063872,41.21042505351235,0.07291683328364568,255.86767073108965,0.21244404385898127,8.368131624683258,0.06683721287449669,10.106169,0.1277126,0.0,9,19,160,0.1277126,1.9176016,0.93905926,2443632711190063872,00110458-0547023,274543489,1,0,1,274543489,00110458-0547023,2.769098,-5.783986,7.976,0.017,7.314,0.024,7.119,0.02,2451073.7456,2443632711190063872,1237679322310377561,34930357,1,0,1,34930357,1237679322310377561,2.769830554011051,-5.783959300986336,54830.0,10.242428,1.3484221E-4,9.590957,1.2068991E-4,9.402619,2.1242739E-4,6,2443632711190063872,J001104.79-054702.2,350446289,1,0,1,350446289,J001104.79-054702.2,2.7699912,-5.7839472,6.919,0.056,6.972,0.02,6.92,0.017,0000,55368.59897335,55382.465176,55368.59897335,
346.8329675552869,-4.259019745366916,2635679803009267840,54.92798801117621,0.5480672243985683,31.874326743560154,1.0502101012685239,22.779720310971115,0.8865325036588675,9.962689,0.5179462,2.5024867158481885,10,18,140,0.5179462,2.1032782,1.014801,2635679803009267840,23071984-0415330,279571532,1,0,1,279571532,23071984-0415330,346.83267,-4.259185,7.641,0.021,6.981,0.04,6.738,0.018,2451075.6879,2635679803009267840,1237680118490923043,41019723,1,0,1,41019723,1237680118490923043,346.83280634376496,-4.259117987493577,55102.0,11.908914,0.001751812,14.635845,0.179691,10.953446,0.009089555,3,2635679803009267840,J230719.89-041532.6,359536027,1,0,1,359536027,J230719.89-041532.6,346.8329007,-4.2590801,6.602,0.113,6.502,0.03,6.502,0.016,hh00,55355.27396946,55355.27396946,55355.27396946,1307777613
